Protein IDs	Itaru contami list	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CAPD3_4	Peptides CAPD3_5	Peptides CAPH_1	Peptides CAPH_2	Peptides SCC1_2	Peptides SCC1_3	Peptides SCC1_4	Peptides SMC2_1	Peptides SMC2_4	Peptides SMC5_1	Peptides SMC5_3	Razor + unique peptides CAPD3_4	Razor + unique peptides CAPD3_5	Razor + unique peptides CAPH_1	Razor + unique peptides CAPH_2	Razor + unique peptides SCC1_2	Razor + unique peptides SCC1_3	Razor + unique peptides SCC1_4	Razor + unique peptides SMC2_1	Razor + unique peptides SMC2_4	Razor + unique peptides SMC5_1	Razor + unique peptides SMC5_3	Unique peptides CAPD3_4	Unique peptides CAPD3_5	Unique peptides CAPH_1	Unique peptides CAPH_2	Unique peptides SCC1_2	Unique peptides SCC1_3	Unique peptides SCC1_4	Unique peptides SMC2_1	Unique peptides SMC2_4	Unique peptides SMC5_1	Unique peptides SMC5_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Experiment CAPD3_4	Experiment CAPD3_5	Experiment CAPH_1	Experiment CAPH_2	Experiment SCC1_2	Experiment SCC1_3	Experiment SCC1_4	Experiment SMC2_1	Experiment SMC2_4	Experiment SMC5_1	Experiment SMC5_3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L CAPD3_4	Ratio H/L normalized CAPD3_4	Ratio H/L variability [%] CAPD3_4	Ratio H/L count CAPD3_4	Ratio H/L CAPD3_5	Ratio H/L normalized CAPD3_5	Ratio H/L variability [%] CAPD3_5	Ratio H/L count CAPD3_5	Ratio H/L CAPH_1	Ratio H/L normalized CAPH_1	Ratio H/L variability [%] CAPH_1	Ratio H/L count CAPH_1	Ratio H/L CAPH_2	Ratio H/L normalized CAPH_2	Ratio H/L variability [%] CAPH_2	Ratio H/L count CAPH_2	Ratio H/L SCC1_2	Ratio H/L normalized SCC1_2	Ratio H/L variability [%] SCC1_2	Ratio H/L count SCC1_2	Ratio H/L SCC1_3	Ratio H/L normalized SCC1_3	Ratio H/L variability [%] SCC1_3	Ratio H/L count SCC1_3	Ratio H/L SCC1_4	Ratio H/L normalized SCC1_4	Ratio H/L variability [%] SCC1_4	Ratio H/L count SCC1_4	Ratio H/L SMC2_1	Ratio H/L normalized SMC2_1	Ratio H/L variability [%] SMC2_1	Ratio H/L count SMC2_1	Ratio H/L SMC2_4	Ratio H/L normalized SMC2_4	Ratio H/L variability [%] SMC2_4	Ratio H/L count SMC2_4	Ratio H/L SMC5_1	Ratio H/L normalized SMC5_1	Ratio H/L variability [%] SMC5_1	Ratio H/L count SMC5_1	Ratio H/L SMC5_3	Ratio H/L normalized SMC5_3	Ratio H/L variability [%] SMC5_3	Ratio H/L count SMC5_3	Sequence coverage CAPD3_4 [%]	Sequence coverage CAPD3_5 [%]	Sequence coverage CAPH_1 [%]	Sequence coverage CAPH_2 [%]	Sequence coverage SCC1_2 [%]	Sequence coverage SCC1_3 [%]	Sequence coverage SCC1_4 [%]	Sequence coverage SMC2_1 [%]	Sequence coverage SMC2_4 [%]	Sequence coverage SMC5_1 [%]	Sequence coverage SMC5_3 [%]	Intensity	Intensity L	Intensity H	Intensity CAPD3_4	Intensity L CAPD3_4	Intensity H CAPD3_4	Intensity CAPD3_5	Intensity L CAPD3_5	Intensity H CAPD3_5	Intensity CAPH_1	Intensity L CAPH_1	Intensity H CAPH_1	Intensity CAPH_2	Intensity L CAPH_2	Intensity H CAPH_2	Intensity SCC1_2	Intensity L SCC1_2	Intensity H SCC1_2	Intensity SCC1_3	Intensity L SCC1_3	Intensity H SCC1_3	Intensity SCC1_4	Intensity L SCC1_4	Intensity H SCC1_4	Intensity SMC2_1	Intensity L SMC2_1	Intensity H SMC2_1	Intensity SMC2_4	Intensity L SMC2_4	Intensity H SMC2_4	Intensity SMC5_1	Intensity L SMC5_1	Intensity H SMC5_1	Intensity SMC5_3	Intensity L SMC5_3	Intensity H SMC5_3
E1C7X9		E1C7X9	8	8	8		C24H11orf57	>tr|E1C7X9|E1C7X9_CHICK Uncharacterized protein OS=Gallus gallus GN=C24H11orf57 PE=2 SV=2	1	8	8	8	1	2	4	2	2	1	0	1	0	0	3	1	2	4	2	2	1	0	1	0	0	3	1	2	4	2	2	1	0	1	0	0	3	19	19	19	40.204	343	343	2	4	6	11	3	1		2			4	2.39E-28	0.79794	0.79862	29.784	29	0.93061	1.1205	27.689	2	0.68056	0.70493	25.864	3	0.82805	0.74525	29.18	6	0.85311	0.8025	13.562	9	0.41619	0.72276	51.29	3	NA	NA	NA	1	NA	NA	NA	0	0.46914	0.6643	10.228	2	NA	NA	NA	0	NA	NA	NA	0	0.63309	1.0719	39.314	3	4.1	6.7	9.6	6.4	5.5	4.1	0	4.7	0	0	9.9	839590000	472700000	366890000	112700000	48908000	63790000	111820000	64967000	46857000	242530000	137350000	105180000	176080000	98046000	78038000	862230	700260	161970	4568000	3067900	1500100	0	0	0	3581600	2245500	1336100	0	0	0	0	0	0	187450000	117420000	70030000
E1C7Y1		E1C7Y1	10	10	10		COG2	>tr|E1C7Y1|E1C7Y1_CHICK COG2 OS=Gallus gallus GN=COG2 PE=4 SV=1	1	10	10	10	0	0	1	0	0	1	1	4	4	0	5	0	0	1	0	0	1	1	4	4	0	5	0	0	1	0	0	1	1	4	4	0	5	18.9	18.9	18.9	83.841	739	739			1			1	2	4	7		5	2.87E-40	0.96184	1.0431	51.25	10	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	0.89332	1.1848	31.864	4	1.0824	0.85094	11.426	2	NA	NA	NA	0	NA	NA	NA	1	0	0	3.7	0	0	1.5	1.5	11	9.1	0	9.5	307970000	177760000	130210000	0	0	0	0	0	0	33752000	11834000	21918000	0	0	0	0	0	0	314180	123790	190390	15656000	4467400	11188000	10540000	5839900	4699900	135030000	67046000	67981000	0	0	0	112680000	88450000	24228000
E1C7Y6		E1C7Y6	2	2	2		TRAPPC10	>tr|E1C7Y6|E1C7Y6_CHICK TRAPPC10 OS=Gallus gallus GN=TRAPPC10 PE=4 SV=2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2.3	2.3	2.3	143.49	1267	1267											2	4.85E-11	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1C7Z0		E1C7Z0	61	61	61		UTP18	>tr|E1C7Z0|E1C7Z0_CHICK UTP18 OS=Gallus gallus GN=UTP18 PE=4 SV=2	1	61	61	61	36	34	30	33	3	24	22	43	18	29	27	36	34	30	33	3	24	22	43	18	29	27	36	34	30	33	3	24	22	43	18	29	27	78.1	78.1	78.1	66.495	607	607	97	129	95	112	7	72	47	84	35	89	80	0	0.83642	0.94886	27.66	717	0.81566	0.97335	16.176	82	0.93826	0.9872	15.597	104	0.90016	0.82278	36.853	83	1.02	1.0005	23.596	92	0.42446	0.72765	8.1559	6	0.46384	0.81056	10.62	60	1.02	1.1753	19.415	37	0.5865	0.80527	27.673	79	1.4708	1.1492	24.68	25	0.62573	0.80853	10.837	80	0.82078	1.3457	22.582	69	62.1	57	54.2	52.2	5.4	50.4	40.5	65.2	36.2	54	49.4	1.68E+11	88289000000	79985000000	41754000000	22833000000	18920000000	47077000000	24079000000	22998000000	17599000000	8963100000	8636300000	18890000000	9305200000	9585000000	7321600	5038500	2283100	2358800000	1627600000	731190000	6417900000	3121800000	3296000000	1212700000	752980000	459730000	4062400000	1690100000	2372300000	1300800000	797150000	503610000	27594000000	15114000000	12480000000
E1C7Z2		E1C7Z2	17	17	17		CDCA2	>tr|E1C7Z2|E1C7Z2_CHICK RepoMan (Cell division cycle-associated protein 2) (CDCA2) (Recruits PP1 onto mitotic chromatin at anaphase protein) OS=Gallus gallus GN=Gga.2032 PE=4 SV=2	1	17	17	17	4	4	11	7	1	4	6	5	4	7	7	4	4	11	7	1	4	6	5	4	7	7	4	4	11	7	1	4	6	5	4	7	7	35.9	35.9	35.9	37.917	337	337	5	11	26	13	2	8	9	13	6	16	11	7.16E-198	1.0282	1.2754	38.088	106	0.96015	1.1707	57.091	4	1.1091	1.2002	11.009	11	1.4338	1.2907	21.079	20	1.2461	1.2859	32.75	11	0.75593	1.4214	2.3576	2	0.77993	1.3431	21.794	8	0.74381	0.85373	20.835	7	0.87365	1.2789	21.765	13	1.9707	1.5455	5.0706	5	1.0954	1.3561	21.279	15	0.6263	1.0525	101.99	10	13.4	10.4	25.8	19	4.5	17.5	12.8	18.7	10.1	26.1	14.8	22503000000	10549000000	11955000000	2188700000	1040300000	1148300000	5012200000	2455700000	2556500000	5688900000	2386600000	3302300000	2339500000	992160000	1347400000	12206000	7409800	4796400	135720000	76042000	59678000	1661100000	901850000	759270000	169740000	87758000	81981000	1944800000	648840000	1296000000	85721000	39381000	46339000	3264700000	1912400000	1352300000
E1C7Z3		E1C7Z3	5	5	5		C2CD2L	>tr|E1C7Z3|E1C7Z3_CHICK Uncharacterized protein OS=Gallus gallus GN=C2CD2L PE=4 SV=2	1	5	5	5	1	1	1	4	0	1	1	1	1	0	1	1	1	1	4	0	1	1	1	1	0	1	1	1	1	4	0	1	1	1	1	0	1	12.5	12.5	12.5	73.405	681	681	1	1	1	7		2	1	1	1		1	4.80E-49	0.9453	1.0185	27.798	11	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	1.0443	1.0185	33.912	3	NA	NA	NA	0	0.55003	0.87234	21.684	2	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	1.5	1.5	3.1	11	0	1.5	1.5	1.5	1.5	0	1.5	247560000	131200000	116360000	40399000	19055000	21344000	0	0	0	38506000	27226000	11280000	99181000	45449000	53732000	0	0	0	807680	587780	219900	13131000	6429000	6701800	552200	298320	253890	16023000	7174900	8847700	0	0	0	38960000	24977000	13983000
E1C804;F1P3G8		E1C804;F1P3G8	2;1	2;1	2;1		MGRN1;RNF157	>tr|E1C804|E1C804_CHICK MGRN1 OS=Gallus gallus GN=MGRN1 PE=4 SV=2;>tr|F1P3G8|F1P3G8_CHICK RNF157 OS=Gallus gallus GN=RNF157 PE=4 SV=2	2	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	9.1	9.1	9.1	61.565	558	558;658		1	1	2								1.14E-05	0.72972	0.71489	158.2	3	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	0.73264	0.71877	0.76556	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	7.3	1.8	1.8	0	0	0	0	0	0	0	350750000	260370000	90373000	0	0	0	328000000	246850000	81148000	0	0	0	22747000	13522000	9225300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1C805		E1C805	203	203	203		HEATR1	>tr|E1C805|E1C805_CHICK HEATR1 OS=Gallus gallus GN=HEATR1 PE=4 SV=2	1	203	203	203	157	133	83	115	2	130	115	90	115	120	151	157	133	83	115	2	130	115	90	115	120	151	157	133	83	115	2	130	115	90	115	120	151	79.5	79.5	79.5	253.08	2234	2234	612	623	260	603	4	476	503	160	560	516	828	0	0.72782	0.90898	28.07	4398	0.85918	1.0353	20.194	516	0.90804	0.964	22.704	517	0.79551	0.72129	25.142	219	0.75763	0.74913	25.135	535	0.45808	0.80356	44.257	3	0.47325	0.84014	19.299	439	0.68706	0.82831	21.525	403	0.63926	0.84278	21.006	157	1.7448	1.336	28.935	418	0.61382	0.79877	19.378	483	0.63847	1.0438	22.863	708	70.1	65.5	41.7	54.6	1	66.1	59.8	53.1	57.3	63.9	68	1.28E+12	7.10E+11	5.74E+11	2.41E+11	1.31E+11	1.10E+11	2.45E+11	1.27E+11	1.18E+11	39245000000	22094000000	17151000000	1.28E+11	71900000000	55768000000	4166200	2128100	2038100	11947000000	8022800000	3924300000	96162000000	56030000000	40132000000	826170000	504580000	321590000	94406000000	35252000000	59155000000	11852000000	7294300000	4557500000	4.17E+11	2.52E+11	1.65E+11
E1C807		E1C807	59	59	59		BCOR	>tr|E1C807|E1C807_CHICK BCOR OS=Gallus gallus GN=BCOR PE=2 SV=2	1	59	59	59	0	4	58	23	0	1	2	2	1	0	1	0	4	58	23	0	1	2	2	1	0	1	0	4	58	23	0	1	2	2	1	0	1	51.2	51.2	51.2	188.74	1732	1732		5	108	39		1	3	2	1		1	0	2.9254	2.7721	47.61	123	NA	NA	NA	0	0.97628	1.0106	28.192	2	3.7421	3.4026	39.444	89	2.2476	2.2794	25.352	28	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	0.56236	0.76687	17.104	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	3.8	50.6	23.4	0	1.4	1.7	1.6	0.6	0	0.4	11160000000	2435000000	8724700000	0	0	0	144420000	77349000	67068000	9613800000	1898900000	7714800000	1383000000	448090000	934940000	0	0	0	1529500	1172900	356650	15407000	8451500	6955200	1493700	1000500	493110	0	0	0	0	0	0	0	0	0
E1C808		E1C808	2	2	2		ZFAND1	>tr|E1C808|E1C808_CHICK ZFAND1 OS=Gallus gallus GN=ZFAND1 PE=2 SV=2	1	2	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	9.6	9.6	9.6	30.744	271	271			1								1	9.95E-06	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	6.3	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1C810		E1C810	9	9	9		RPL37	>tr|E1C810|E1C810_CHICK RPL37 OS=Gallus gallus GN=RPL37 PE=3 SV=1	1	9	9	9	6	3	5	3	2	1	2	6	3	1	3	6	3	5	3	2	1	2	6	3	1	3	6	3	5	3	2	1	2	6	3	1	3	66	66	66	11.07	97	97	7	6	11	4	10	1	3	10	3	1	4	4.25E-30	0.72633	1.0257	63.87	52	0.98191	1.192	7.3343	7	1.4498	1.5075	3.5954	4	0.38744	0.34927	32.691	11	4.0709	4.0741	3.8626	4	0.52544	0.97117	5.1914	10	NA	NA	NA	1	0.6652	0.82809	35.278	2	0.84685	1.1028	36.904	6	1.0541	0.76489	11.507	3	NA	NA	NA	1	0.64272	1.0494	4.5869	3	43.3	26.8	39.2	27.8	17.5	7.2	16.5	53.6	26.8	7.2	26.8	6875300000	3447300000	3427900000	1294800000	657780000	637060000	1104000000	445210000	658810000	1437400000	746500000	690860000	318940000	62953000	255990000	176980000	115270000	61710000	22810000	14427000	8383000	483630000	284670000	198970000	241190000	129230000	111960000	707640000	342940000	364700000	150700000	79226000	71472000	937150000	569120000	368040000
E1C818		E1C818	17	17	17		GAR1	>tr|E1C818|E1C818_CHICK GAR1 OS=Gallus gallus GN=GAR1 PE=4 SV=2	1	17	17	17	11	13	7	6	3	8	10	6	10	6	12	11	13	7	6	3	8	10	6	10	6	12	11	13	7	6	3	8	10	6	10	6	12	51.1	51.1	51.1	19.278	184	184	23	58	35	16	43	21	28	18	36	14	38	0	0.77485	0.98657	34.277	254	0.86847	1.0379	30.064	19	1.0332	1.0892	44.064	49	0.7418	0.65267	21.025	30	0.84515	0.8374	11.899	13	0.64921	1.1883	10.319	13	0.57225	1.0311	9.8673	21	0.76702	0.92116	10.985	21	0.59551	0.75995	18.206	18	0.81146	0.64871	19.617	25	0.68694	0.8795	21.273	14	0.64055	1.0445	24.022	31	45.1	46.2	43.5	32.6	19.6	37	41.3	33.2	41.3	33.2	46.2	1.48E+11	77423000000	70200000000	10951000000	5386900000	5563700000	51735000000	24406000000	27329000000	11343000000	6108100000	5234900000	3253500000	1561000000	1692400000	147130000	83951000	63174000	644480000	412010000	232470000	11077000000	5485700000	5591300000	881080000	543660000	337420000	11149000000	5679100000	5470000000	523470000	302990000	220480000	45919000000	27454000000	18465000000
E1C822		E1C822	2	2	2		LOC427182	>tr|E1C822|E1C822_CHICK Uncharacterized protein OS=Gallus gallus GN=LOC427182 PE=4 SV=2	1	2	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3.7	3.7	3.7	101.76	889	889			1					1				1.39E-11	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	0.8	0	0	0	0	2.9	0	0	0	418960	220440	198520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418960	220440	198520	0	0	0	0	0	0	0	0	0
E1C828		E1C828	14	14	14		SPICE1	>tr|E1C828|E1C828_CHICK SPICE1 OS=Gallus gallus GN=SPICE1 PE=4 SV=2	1	14	14	14	2	1	11	11	0	0	1	1	0	0	1	2	1	11	11	0	0	1	1	0	0	1	2	1	11	11	0	0	1	1	0	0	1	23.9	23.9	23.9	99.408	886	886	2	1	23	23			1	1			1	4.46E-297	1.5401	1.5408	48.38	43	0.98809	1.1866	7.0263	2	NA	NA	NA	1	2.2988	2.1637	22.13	19	1.1529	1.1541	16.741	18	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	2.3	1.1	21.6	18.6	0	0	1.9	1.9	0	0	1.1	2042900000	690570000	1352300000	88558000	50687000	37871000	25843000	14248000	11594000	604690000	172160000	432540000	896880000	407570000	489310000	0	0	0	0	0	0	32484000	21058000	11427000	130640	63804	66831	0	0	0	0	0	0	394310000	24791000	369520000
E1C832		E1C832	112	112	112		SMCHD1	>tr|E1C832|E1C832_CHICK Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1) OS=Gallus gallus GN=SMCHD1 PE=2 SV=2	1	112	112	112	80	78	46	68	0	5	34	20	40	8	74	80	78	46	68	0	5	34	20	40	8	74	80	78	46	68	0	5	34	20	40	8	74	63.6	63.6	63.6	226.71	2007	2007	166	186	96	180		12	45	29	58	23	143	0	0.99757	1.1596	33.41	765	0.93431	1.1321	24.474	142	1.0613	1.1199	31.422	157	2.1701	2.004	22.744	67	1.1037	1.0787	23.354	139	NA	NA	NA	0	0.63632	1.1471	18.924	12	0.88755	1.0397	37.801	37	0.73241	0.95285	24.247	28	2.1364	1.7291	44.992	45	0.84097	1.091	9.0682	22	0.75672	1.2473	22.51	116	49	46.4	33.8	42.2	0	4.8	22.5	16.8	27	7.6	47.5	97609000000	47922000000	49687000000	22976000000	11493000000	11483000000	24676000000	12094000000	12582000000	6806000000	2132600000	4673400000	11878000000	5602700000	6274800000	0	0	0	213560000	134590000	78973000	3120400000	1652600000	1467800000	134440000	70813000	63625000	4437700000	1342300000	3095500000	553390000	287640000	265750000	22814000000	13112000000	9702300000
E1C833		E1C833	2	2	2		PAPD4	>tr|E1C833|E1C833_CHICK PAPD4 OS=Gallus gallus GN=PAPD4 PE=4 SV=2	1	2	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	5.4	5.4	5.4	57.004	499	499			3	2								4.50E-06	0.51153	0.52192	18.16	3	NA	NA	NA	0	NA	NA	NA	0	0.50748	0.48182	24.839	2	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	5.4	1.8	0	0	0	0	0	0	0	62660000	38311000	24349000	0	0	0	0	0	0	43514000	24988000	18526000	19146000	13323000	5822800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1C834		E1C834	71	71	8		PCM1	>tr|E1C834|E1C834_CHICK Pericentriolar material 1 protein OS=Gallus gallus GN=PCM1 PE=2 SV=2	1	71	71	8	0	3	58	61	0	5	2	5	4	7	13	0	3	58	61	0	5	2	5	4	7	13	0	0	6	8	0	1	0	0	0	1	1	45.9	45.9	5.3	222.49	1987	1987		4	129	157		5	2	6	7	7	17	0	1.2452	1.2208	54.198	276	NA	NA	NA	0	1.3655	1.439	26.478	2	2.2344	2.0322	52.591	109	1.1105	1.0949	26.887	134	NA	NA	NA	0	0.27694	0.48021	31.485	4	NA	NA	NA	1	0.51998	0.69618	15.468	6	1.5659	1.2663	33.137	2	0.28672	0.36258	23.895	7	0.38789	0.64647	22.683	11	0	2.1	38.8	40.3	0	4.5	0.9	4.3	2.3	4.2	8.5	38405000000	16346000000	22059000000	0	0	0	104190000	48509000	55683000	20611000000	7656800000	12954000000	16316000000	7688900000	8627000000	0	0	0	30661000	22727000	7933400	14654000	4526600	10127000	17066000	11200000	5866100	113280000	58266000	55014000	41345000	32003000	9341900	1156500000	822950000	333580000
E1C835		E1C835	5	5	5		Gga.18246	>tr|E1C835|E1C835_CHICK Uncharacterized protein OS=Gallus gallus GN=Gga.18246 PE=4 SV=2	1	5	5	5	0	0	5	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	4.6	4.6	4.6	238.84	2232	2232			7	1								5.58E-36	2.8581	2.5079	34.441	5	NA	NA	NA	0	NA	NA	NA	0	2.9317	2.7501	32.199	4	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	4.6	0.5	0	0	0	0	0	0	0	239540000	55567000	183980000	0	0	0	0	0	0	214240000	48018000	166220000	25301000	7549100	17752000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1C837		E1C837	15	13	13		STRN	>tr|E1C837|E1C837_CHICK STRN OS=Gallus gallus GN=STRN PE=4 SV=1	1	15	13	13	1	1	12	7	1	4	0	2	1	3	4	0	0	11	6	1	3	0	0	0	2	3	0	0	11	6	1	3	0	0	0	2	3	30	27.1	27.1	87.946	800	800			16	11	1	3				5	6	3.32E-212	0.82257	0.99722	48.305	33	NA	NA	NA	0	NA	NA	NA	0	1.4314	1.4761	40.405	12	0.82957	0.85082	22.661	8	NA	NA	NA	1	0.43701	0.77455	37.51	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.33666	0.43126	58.292	5	0.69429	1.1717	9.8613	4	1.6	1.6	25.5	16	1.2	5.9	0	2.9	1.6	5	8	1209100000	608380000	600700000	0	0	0	0	0	0	698550000	310690000	387860000	243320000	125940000	117380000	511080	272530	238550	20230000	13232000	6997900	0	0	0	0	0	0	0	0	0	39741000	30525000	9216300	206730000	127720000	79010000
E1C843		E1C843	21	21	21		INTS12	>tr|E1C843|E1C843_CHICK INTS12 OS=Gallus gallus GN=INTS12 PE=4 SV=2	1	21	21	21	1	2	14	5	6	2	5	2	9	0	13	1	2	14	5	6	2	5	2	9	0	13	1	2	14	5	6	2	5	2	9	0	13	51.8	51.8	51.8	48.692	463	463	2	2	30	13	14	2	10	3	12		22	0	1.0642	1.0833	48.313	97	1.1991	1.4531	8.4939	2	NA	NA	NA	1	1.6358	1.442	45.196	24	1.4809	1.4386	16.597	12	0.49658	0.90605	13.93	14	2.6681	4.8699	221.01	2	0.56762	0.69027	32.01	8	0.58464	0.86915	22.576	3	1.3553	1.0404	12.069	10	NA	NA	NA	0	0.54872	0.92172	15.844	21	2.2	5.6	43.4	20.1	17.1	3	13	6.5	25.3	0	33	6125300000	3125300000	3000000000	26630000	11912000	14718000	2465600	1202300	1263300	2226400000	875980000	1350400000	245100000	87914000	157190000	51594000	34962000	16632000	37514000	4015500	33499000	588110000	369650000	218460000	7314700	4439500	2875300	538460000	224680000	313770000	0	0	0	2401700000	1510600000	891180000
E1C847		E1C847	32	32	32			>tr|E1C847|E1C847_CHICK Uncharacterized protein OS=Gallus gallus GN=Gga.12470 PE=4 SV=1	1	32	32	32	18	13	24	13	4	9	7	14	6	12	14	18	13	24	13	4	9	7	14	6	12	14	18	13	24	13	4	9	7	14	6	12	14	77.5	77.5	77.5	21.961	191	191	35	36	66	40	8	20	17	20	12	29	25	0	0.75492	0.90582	35.65	255	0.66276	0.81538	33.925	29	0.80249	0.84001	15.849	30	1.4523	1.3297	29.203	50	0.94036	0.94642	28.221	37	0.58516	1.0609	17.126	7	0.49533	0.92237	21.299	19	0.61702	0.71735	57.757	11	0.6651	0.82908	26.69	19	1.4882	1.1394	20.643	7	0.58231	0.74518	24.438	28	0.55656	0.91636	49.661	18	63.9	52.9	71.2	63.9	19.4	39.3	39.3	61.8	33.5	49.7	56	34737000000	18436000000	16301000000	8760600000	5333400000	3427200000	6252600000	3362200000	2890400000	8493100000	3433700000	5059300000	3198400000	1556100000	1642400000	8619400	5403700	3215700	832830000	539050000	293780000	1306700000	803750000	502990000	182930000	106220000	76705000	1067500000	454880000	612620000	979590000	605070000	374520000	3654400000	2236100000	1418300000
E1C849		E1C849	79	79	79		CIT	>tr|E1C849|E1C849_CHICK CIT OS=Gallus gallus GN=CIT PE=4 SV=2	1	79	79	79	33	33	11	37	0	0	8	8	11	1	36	33	33	11	37	0	0	8	8	11	1	36	33	33	11	37	0	0	8	8	11	1	36	43.1	43.1	43.1	236.8	2069	2069	41	46	19	69			8	8	13	1	45	0	0.99415	1.0842	46.399	175	1.2191	1.4803	57.278	28	1.1331	1.2016	30.077	35	0.76752	0.69769	30.994	7	0.99973	1	34.681	48	NA	NA	NA	0	NA	NA	NA	0	0.64507	0.76316	28.876	4	0.9114	1.1324	24.307	8	1.5482	1.1841	86.257	10	NA	NA	NA	1	0.50746	0.85908	42.71	34	22.1	20.5	8.6	24.3	0	0	6.5	6.2	7.1	0.5	24.1	10262000000	5490400000	4771700000	1956200000	972900000	983340000	2064500000	935800000	1128700000	370280000	194810000	175470000	2155500000	1019500000	1136000000	0	0	0	0	0	0	69124000	42179000	26945000	20363000	10249000	10114000	475330000	226180000	249160000	4426300	1967200	2459200	3146400000	2086900000	1059500000
